sp,feature,sub_feature,variant,css_spec_section,implemented,implementation_file,has_unit_test,pixel_test_id,pixel_compared_with_chromium,pixel_result,pixel_diff_pct,perf_compared_with_chromium,perf_ratio,notes
SP12,border-width,value,px,css-backgrounds-3 §4,yes,openui-layout/src/length_resolver.rs,yes,border_basic,yes,fail,0.474375,no,not_run,Border width keyword/value: px
SP12,width,value,auto,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Shrink-to-fit or stretch to containing block
SP12,width,value,px,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,width_fixed_px,yes,pass,0.0,no,not_run,Fixed pixel width
SP12,width,value,%,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,width_percent,yes,pass,0.0,no,not_run,Percentage of containing block width
SP12,width,value,min-content,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Narrowest width without overflow
SP12,width,value,max-content,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Widest single-line width
SP12,width,value,fit-content,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Clamp between min-content and max-content
SP12,height,value,auto,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Determined by content
SP12,height,value,px,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,height_fixed_px,yes,pass,0.0,no,not_run,Fixed pixel height
SP12,height,value,%,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Percentage of containing block height
SP12,height,value,min-content,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Minimum height to fit content
SP12,height,value,max-content,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Natural content height
SP12,height,value,fit-content,css-sizing-3 §5,yes,openui-layout/src/css_sizing.rs; openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Clamp between min/max content height
SP12,min-width,value,none,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,"Initial value (0 for min-*, none for max-*)"
SP12,min-width,value,px,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,min_width,yes,pass,0.0,no,not_run,min-width: px
SP12,min-width,value,%,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,min-width: %
SP12,min-width,value,min-content,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,min-width: min-content
SP12,min-width,value,max-content,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,min-width: max-content
SP12,max-width,value,none,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,max-width: none
SP12,max-width,value,px,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,max_width,yes,pass,0.0,no,not_run,max-width: px
SP12,max-width,value,%,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,max-width: %
SP12,max-width,value,min-content,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,max-width: min-content
SP12,max-width,value,max-content,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,max-width: max-content
SP12,min-height,value,none,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,"Initial value (0 for min-*, none for max-*)"
SP12,min-height,value,px,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,min_height,yes,pass,0.0,no,not_run,min-height: px
SP12,min-height,value,%,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,min-height: %
SP12,min-height,value,min-content,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,min-height: min-content
SP12,min-height,value,max-content,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,min-height: max-content
SP12,max-height,value,none,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,max-height: none
SP12,max-height,value,px,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,max_height,yes,pass,0.0,no,not_run,max-height: px
SP12,max-height,value,%,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,max-height: %
SP12,max-height,value,min-content,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,max-height: min-content
SP12,max-height,value,max-content,css-sizing-3 §7,yes,openui-layout/src/size_constraints.rs; openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,max-height: max-content
SP12,aspect-ratio,value,auto,css-sizing-4 §5.1,yes,openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,No aspect ratio constraint
SP12,aspect-ratio,value,ratio,css-sizing-4 §5.1,yes,openui-layout/src/css_sizing.rs,yes,aspect_ratio_basic,no,not_run,,no,not_run,width/height ratio (e.g. 16/9)
SP12,aspect-ratio,value,auto-with-ratio,css-sizing-4 §5.1,yes,openui-layout/src/css_sizing.rs,yes,,no,not_run,,no,not_run,Prefer intrinsic then fall back to ratio
SP12,top,offset,auto,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property top: auto
SP12,top,offset,px,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property top: px
SP12,top,offset,%,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property top: %
SP12,right,offset,auto,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property right: auto
SP12,right,offset,px,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property right: px
SP12,right,offset,%,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property right: %
SP12,bottom,offset,auto,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property bottom: auto
SP12,bottom,offset,px,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property bottom: px
SP12,bottom,offset,%,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property bottom: %
SP12,left,offset,auto,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property left: auto
SP12,left,offset,px,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property left: px
SP12,left,offset,%,css-position-3 §3,yes,openui-layout/src/out_of_flow.rs; openui-layout/src/relative.rs,yes,,no,not_run,,no,not_run,Offset property left: %
SP12,flex-direction,value,row,css-flexbox-1 §5.1,yes,openui-style/src/enums.rs; openui-layout/src/flex/algorithm.rs,yes,flex_direction_row,yes,pass,0.0,no,not_run,Main axis: row
SP12,flex-direction,value,row-reverse,css-flexbox-1 §5.1,yes,openui-style/src/enums.rs; openui-layout/src/flex/algorithm.rs,yes,flex_direction_row_reverse,no,not_run,,no,not_run,Main axis: row-reverse
SP12,flex-direction,value,column,css-flexbox-1 §5.1,yes,openui-style/src/enums.rs; openui-layout/src/flex/algorithm.rs,yes,flex_direction_column,yes,pass,0.0,no,not_run,Main axis: column
SP12,flex-direction,value,column-reverse,css-flexbox-1 §5.1,yes,openui-style/src/enums.rs; openui-layout/src/flex/algorithm.rs,yes,flex_direction_column_reverse,no,not_run,,no,not_run,Main axis: column-reverse
SP12,flex-wrap,value,nowrap,css-flexbox-1 §5.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/line_breaker.rs,yes,,no,not_run,,no,not_run,Wrap behavior: nowrap
SP12,flex-wrap,value,wrap,css-flexbox-1 §5.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/line_breaker.rs,yes,flex_wrap_basic,yes,pass,0.0,no,not_run,Wrap behavior: wrap
SP12,flex-wrap,value,wrap-reverse,css-flexbox-1 §5.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/line_breaker.rs,yes,flex_wrap_reverse,no,not_run,,no,not_run,Wrap behavior: wrap-reverse
SP12,justify-content,value,normal,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Main-axis alignment: normal
SP12,justify-content,value,center,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,flex_justify_center,yes,pass,0.0,no,not_run,Main-axis alignment: center
SP12,justify-content,value,start,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Main-axis alignment: start
SP12,justify-content,value,end,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Main-axis alignment: end
SP12,justify-content,value,flex-start,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,flex_justify_start,yes,pass,0.0,no,not_run,Main-axis alignment: flex-start
SP12,justify-content,value,flex-end,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Main-axis alignment: flex-end
SP12,justify-content,value,space-between,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,flex_justify_space_between,yes,pass,0.0,no,not_run,Main-axis alignment: space-between
SP12,justify-content,value,space-around,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,flex_justify_space_around,no,not_run,,no,not_run,Main-axis alignment: space-around
SP12,justify-content,value,space-evenly,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,flex_justify_space_evenly,no,not_run,,no,not_run,Main-axis alignment: space-evenly
SP12,justify-content,value,stretch,css-flexbox-1 §8.2,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Main-axis alignment: stretch
SP12,align-items,value,normal,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Cross-axis item alignment: normal
SP12,align-items,value,stretch,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,flex_align_stretch,yes,pass,0.0,no,not_run,Cross-axis item alignment: stretch
SP12,align-items,value,baseline,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Cross-axis item alignment: baseline
SP12,align-items,value,center,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,flex_align_center,yes,pass,0.0,no,not_run,Cross-axis item alignment: center
SP12,align-items,value,start,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Cross-axis item alignment: start
SP12,align-items,value,end,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Cross-axis item alignment: end
SP12,align-items,value,flex-start,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Cross-axis item alignment: flex-start
SP12,align-items,value,flex-end,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Cross-axis item alignment: flex-end
SP12,align-items,value,self-start,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Cross-axis item alignment: self-start
SP12,align-items,value,self-end,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Cross-axis item alignment: self-end
SP12,align-self,value,normal,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: normal
SP12,align-self,value,stretch,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: stretch
SP12,align-self,value,baseline,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: baseline
SP12,align-self,value,center,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: center
SP12,align-self,value,start,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: start
SP12,align-self,value,end,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: end
SP12,align-self,value,flex-start,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: flex-start
SP12,align-self,value,flex-end,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: flex-end
SP12,align-self,value,self-start,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: self-start
SP12,align-self,value,self-end,css-flexbox-1 §8.3,yes,openui-style/src/enums.rs; openui-layout/src/flex/item.rs; openui-layout/src/flex/alignment.rs,yes,,no,not_run,,no,not_run,Per-item cross alignment: self-end
SP12,align-content,value,normal,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: normal
SP12,align-content,value,center,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: center
SP12,align-content,value,start,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: start
SP12,align-content,value,end,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: end
SP12,align-content,value,flex-start,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: flex-start
SP12,align-content,value,flex-end,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: flex-end
SP12,align-content,value,space-between,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: space-between
SP12,align-content,value,space-around,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: space-around
SP12,align-content,value,space-evenly,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: space-evenly
SP12,align-content,value,stretch,css-flexbox-1 §8.4,yes,openui-style/src/enums.rs; openui-layout/src/flex/alignment.rs; openui-layout/src/flex/line.rs,yes,,no,not_run,,no,not_run,Cross-axis line alignment: stretch
SP12,flex-grow,value,0,css-flexbox-1 §7.2,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,No positive free space distribution
SP12,flex-grow,value,1,css-flexbox-1 §7.2,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,flex_grow_equal,yes,fail,0.025,no,not_run,Equal share of positive free space
SP12,flex-grow,value,custom,css-flexbox-1 §7.2,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Proportional positive space share
SP12,flex-shrink,value,0,css-flexbox-1 §7.3,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,No negative free space absorption
