sp,feature,sub_feature,variant,css_spec_section,implemented,implementation_file,has_unit_test,pixel_test_id,pixel_compared_with_chromium,pixel_result,pixel_diff_pct,perf_compared_with_chromium,perf_ratio,notes
SP13,white_space,inline_processing,break-spaces,CSS-Text-3§4,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,WhiteSpace::BreakSpaces variant handled in line_breaker; no dedicated test
SP13,word_break,inline_behavior,normal,CSS-Text-3§5.3,yes,openui-layout/src/inline/line_breaker.rs,yes,,no,not_run,,no,,Default UAX#14 break opportunities; tested via line breaking tests
SP13,word_break,inline_behavior,break-all,CSS-Text-3§5.3,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,WordBreak::BreakAll allows break between any characters
SP13,word_break,inline_behavior,keep-all,CSS-Text-3§5.3,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,WordBreak::KeepAll prevents breaks in CJK; is_cjk_break() gated
SP13,overflow_wrap,inline_behavior,normal,CSS-Text-3§5.4,yes,openui-layout/src/inline/line_breaker.rs,yes,,no,not_run,,no,,Default: no emergency breaking; OverflowWrap::Normal
SP13,overflow_wrap,inline_behavior,break-word,CSS-Text-3§5.4,yes,openui-layout/src/inline/line_breaker.rs,no,line_breaking_break_word,yes,fail,2.015,no,,OverflowWrap::BreakWord enables character-level emergency breaks
SP13,overflow_wrap,inline_behavior,anywhere,CSS-Text-3§5.4,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,OverflowWrap::Anywhere treated as soft wrap opportunity everywhere
SP13,line_break,cjk_rules,auto,CSS-Text-3§5.2,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,LineBreak::Auto uses default CJK strictness heuristics
SP13,line_break,cjk_rules,loose,CSS-Text-3§5.2,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,apply_loose_line_break(); is_cjk_loose_break_before()
SP13,line_break,cjk_rules,normal,CSS-Text-3§5.2,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,LineBreak::Normal uses standard CJK break rules
SP13,line_break,cjk_rules,strict,CSS-Text-3§5.2,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,apply_strict_line_break(); is_cjk_strict_no_break_before()
SP13,line_break,cjk_rules,anywhere,CSS-Text-3§5.2,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,LineBreak::Anywhere allows breaks everywhere including CJK
SP13,hyphens,hyphenation,none,CSS-Text-3§6,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,Hyphens::None disables all hyphenation including soft hyphens
SP13,hyphens,hyphenation,manual,CSS-Text-3§6,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,Hyphens::Manual allows breaks at soft hyphens (U+00AD) only
SP13,hyphens,hyphenation,auto,CSS-Text-3§6,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,try_hyphenation_break() uses Knuth-Liang algorithm; hyphenate-limit-chars
SP13,text_wrap,line_breaking_mode,wrap,CSS-Text-4§5.4,yes,openui-layout/src/inline/line_breaker.rs,yes,,no,not_run,,no,,Default greedy line breaking; TextWrap::Wrap
SP13,text_wrap,line_breaking_mode,nowrap,CSS-Text-4§5.4,yes,openui-layout/src/inline/line_breaker.rs,yes,,no,not_run,,no,,Prevents wrapping via allows_line_wrap(); same as white-space: nowrap
SP13,text_wrap,line_breaking_mode,balance,CSS-Text-4§5.4,yes,openui-layout/src/inline/score_line_breaker.rs,yes,,no,not_run,,no,,Knuth-Plass DP balances line widths; h3_text_wrap_balance + wpt tests
SP13,text_wrap,line_breaking_mode,pretty,CSS-Text-4§5.4,yes,openui-layout/src/inline/score_line_breaker.rs,yes,,no,not_run,,no,,Minimizes orphans with penalty 5000; h3_text_wrap_pretty + wpt tests
SP13,text_wrap,line_breaking_mode,stable,CSS-Text-4§5.4,no,,no,,no,not_run,,no,,Not implemented; TextWrap enum lacks Stable variant
SP13,text_indent,first_line_indent,px,CSS-Text-3§8.1,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,resolve_length() on style.text_indent; applied only on first line
SP13,text_indent,first_line_indent,percent,CSS-Text-3§8.1,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Percentage resolved against containing block inline size
SP13,text_indent,first_line_indent,each-line,CSS-Text-3§8.1,no,,no,,no,not_run,,no,,Not implemented; only first-line indent supported
SP13,text_indent,first_line_indent,hanging,CSS-Text-3§8.1,no,,no,,no,not_run,,no,,Not implemented; no hanging indent logic found
SP13,text_align,inline_justification,left,CSS2.2§16.2,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,compute_text_align_offset(); TextAlign::Left returns zero offset
SP13,text_align,inline_justification,right,CSS2.2§16.2,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Offset = available_width - content_width
SP13,text_align,inline_justification,center,CSS2.2§16.2,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Offset = (available_width - content_width) / 2
SP13,text_align,inline_justification,justify,CSS2.2§16.2,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,count_expansion_opportunities() distributes space; inter-word/inter-character
SP13,text_align,inline_justification,start,CSS-Text-3§7.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Resolves to left (LTR) or right (RTL) based on direction
SP13,text_align,inline_justification,end,CSS-Text-3§7.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Resolves to right (LTR) or left (RTL) based on direction
SP13,text_align_last,last_line_alignment,auto,CSS-Text-3§7.3,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,TextAlignLast::Auto falls back to text-align (or start for justify)
SP13,text_align_last,last_line_alignment,start,CSS-Text-3§7.3,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Aligns last line to start edge
SP13,text_align_last,last_line_alignment,end,CSS-Text-3§7.3,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Aligns last line to end edge
SP13,text_align_last,last_line_alignment,left,CSS-Text-3§7.3,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Aligns last line to left regardless of direction
SP13,text_align_last,last_line_alignment,right,CSS-Text-3§7.3,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Aligns last line to right regardless of direction
SP13,text_align_last,last_line_alignment,center,CSS-Text-3§7.3,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Centers last line
SP13,text_align_last,last_line_alignment,justify,CSS-Text-3§7.3,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Justifies last line (typically avoided in practice)
SP13,vertical_align,inline_positioning,baseline,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,vertical_align_baseline,yes,fail,1.402708,no,,Default; compute_baseline_shift() returns 0; tested in sp13_e
SP13,vertical_align,inline_positioning,sub,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,vertical_align_sub,yes,fail,1.951458,no,,Lowers baseline by subscript offset
SP13,vertical_align,inline_positioning,super,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,vertical_align_super,yes,fail,1.195,no,,Raises baseline by superscript offset
SP13,vertical_align,inline_positioning,text-top,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Aligns top of inline with top of parent text area
SP13,vertical_align,inline_positioning,text-bottom,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Aligns bottom of inline with bottom of parent text area
SP13,vertical_align,inline_positioning,middle,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,vertical_align_middle,yes,fail,1.373958,no,,Aligns midpoint of inline box with parent baseline + half x-height
SP13,vertical_align,inline_positioning,top,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,vertical_align_top,yes,fail,1.154375,no,,Aligns top of inline box with top of line box
SP13,vertical_align,inline_positioning,bottom,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,vertical_align_bottom,yes,fail,1.223958,no,,Aligns bottom of inline box with bottom of line box
SP13,vertical_align,inline_positioning,length,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Shifts baseline by specified length value
SP13,vertical_align,inline_positioning,percentage,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,Shifts baseline by percentage of line-height
SP13,line_height,half_leading_model,normal,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,compute_line_height_metrics(); uses font metrics for normal
SP13,line_height,half_leading_model,number,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Multiplied by element font-size; inherits as number
SP13,line_height,half_leading_model,length,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Fixed length value; half-leading = (line-height - content-height) / 2
SP13,line_height,half_leading_model,percentage,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Percentage of element font-size; computed at use time
SP13,inline_block,layout,basic,CSS2.2§9.2.4,yes,openui-layout/src/inline/line_breaker.rs,yes,inline_block_basic,yes,fail,1.461458,no,,handle_atomic_inline(); resolve_atomic_inline_width(); sp13_j pixel tests
SP13,inline_block,layout,with_vertical_align,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,inline_block_vertical_align,yes,fail,1.839167,no,,Inline-block baseline alignment; vertical_align in pixel tests
SP13,inline_block,layout,with_overflow,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Inline-block with overflow; text-overflow: ellipsis interaction
SP13,float_exclusion,inline_context,left_float,CSS2.1§9.5.1,yes,openui-layout/src/inline/line_width.rs,yes,,no,not_run,,no,,compute_line_availability(); left_float_shifts_text_right; pixel tested
SP13,float_exclusion,inline_context,right_float,CSS2.1§9.5.1,yes,openui-layout/src/inline/line_width.rs,yes,,no,not_run,,no,,right_float_narrows_from_right; wpt + pixel tests
SP13,float_exclusion,inline_context,both_floats,CSS2.1§9.5.1,yes,openui-layout/src/inline/line_width.rs,yes,,no,not_run,,no,,both_floats_narrow_from_both_sides; dual exclusion zones
SP13,float_exclusion,inline_context,per_line_width_reduction,CSS2.1§9.5.1,yes,openui-layout/src/inline/line_width.rs,yes,,no,not_run,,no,,Per-line available width recalculation with float intrusion
SP13,block_in_inline,anonymous_splitting,basic,CSS2.2§9.2.1.1,yes,openui-layout/src/inline/algorithm.rs,yes,mixed_block_inline,yes,fail,0.524792,no,,BlockInInline item type; sp13_c + sp13_j tests
SP13,block_in_inline,anonymous_splitting,multiple_blocks,CSS2.2§9.2.1.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,multiple_blocks_in_inline; correct height accumulation
SP13,block_in_inline,anonymous_splitting,nested_inline_with_block,CSS2.2§9.2.1.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Block inside nested inline elements; wpt_nested_inline_with_block_splits
SP13,block_in_inline,continuation,stacking_order,CSS2.2§9.2.1.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,block_in_inline_stacking_order; proper z-order of segments
SP13,block_in_inline,continuation,with_padding,CSS2.2§9.2.1.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,block_in_inline_with_padding; wpt_block_in_inline_with_padding_context
SP13,out_of_flow,static_position,absolute_in_inline,CSS2.2§10.3.7,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,find_static_block_for_item_index(); oof_in_pure_inline_generates_candidate
SP13,out_of_flow,static_position,fixed_in_inline,CSS2.2§10.3.7,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,wpt_oof_fixed_in_inline; treated same as absolute for static pos
SP13,out_of_flow,static_position,multiple_oof,CSS2.2§10.3.7,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,multiple_oof_in_inline; wpt_multiple_oof_in_inline_all_placed
SP13,baseline_propagation,from_inline,single_line,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,single_line_first_and_last_baseline_are_equal; wpt_baseline_single_line_equal
SP13,baseline_propagation,from_inline,multi_line,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,multi_line_first_baseline_before_last; wpt_baseline_multi_line_order
SP13,baseline_propagation,from_inline,with_container_offset,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,baseline_includes_container_offset; accounts for padding
SP13,baseline_propagation,from_inline,nested_block_propagation,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,nested_block_propagates_child_baseline; wpt_baseline_nested_propagation
SP13,baseline_propagation,from_inline,from_inline_layout,CSS2.2§10.8.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,inline_layout_sets_baselines_directly; wpt_baseline_from_inline_layout_directly
SP13,inline_fragmentation,break_tokens,creation_and_resume,CSS-Fragmentation-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,InlineBreakToken; apply_inline_fragmentation(); resume_inline_from_break_token()
SP13,inline_fragmentation,break_tokens,split_at_boundary,CSS-Fragmentation-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,fragmentation_splits_at_boundary; wpt_frag_split_at_exact_boundary
SP13,inline_fragmentation,orphans,minimum_lines,CSS-Fragmentation-3§4.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,orphans_prevents_too_few_lines_before_break; wpt_frag_orphans_minimum
SP13,inline_fragmentation,widows,steal_lines,CSS-Fragmentation-3§4.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,widows_steals_lines_from_current_fragmentainer; wpt_frag_widows_steals_line
SP13,inline_fragmentation,orphans_widows,conflict_resolution,CSS-Fragmentation-3§4.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,orphans_widows_conflict_orphans_wins; orphans take precedence
SP13,inline_fragmentation,resume,skips_consumed,CSS-Fragmentation-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,resume_skips_consumed_lines; wpt_frag_resume_skips_consumed
SP13,inline_fragmentation,resume,offset_rebasing,CSS-Fragmentation-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,resume_offsets_are_rebased_to_zero; wpt_frag_resume_rebases_offsets
SP13,inline_fragmentation,multi_fragmentainer,full_simulation,CSS-Fragmentation-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,multi_fragmentainer_simulation; wpt_integration_multi_fragmentainer
SP13,inline_fragmentation,baselines,preserved_during_fragmentation,CSS-Fragmentation-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,fragmentation_preserves_baselines; wpt_frag_preserves_baselines
SP13,inline_fragmentation,zero_fragmentainer,no_break,CSS-Fragmentation-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,no_fragmentation_zero_fragmentainer_size; disables fragmentation
SP13,intrinsic_block_size,from_inline_content,text_content,CSS-Sizing-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,text_contributes_nonzero_block_size; wpt_intrinsic_text_nonzero
SP13,intrinsic_block_size,from_inline_content,wrapping_content,CSS-Sizing-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,wrapping_text_min_block_size_greater_than_max; wpt_intrinsic_wrapping_min_ge_max
SP13,intrinsic_block_size,from_inline_content,single_word,CSS-Sizing-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,single_word_min_equals_max_block_size; wpt_intrinsic_single_word_equal
SP13,intrinsic_block_size,from_inline_content,with_border_padding,CSS-Sizing-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,block_size_includes_border_padding; wpt_intrinsic_includes_border_padding
SP13,intrinsic_block_size,from_inline_content,larger_font,CSS-Sizing-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,larger_font_produces_taller_block_size; wpt_intrinsic_larger_font_taller
SP13,intrinsic_block_size,from_inline_content,empty_block,CSS-Sizing-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,empty_block_zero_block_size; wpt_intrinsic_empty_block_zero
SP13,first_letter,pseudo_element,basic_extraction,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,extract_first_letter(); h2_first_letter_simple_extraction; wpt_first_letter_simple
SP13,first_letter,pseudo_element,with_punctuation,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,is_first_letter_punctuation(); h2_first_letter_with_leading_punctuation
SP13,first_letter,pseudo_element,trailing_punctuation,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,h2_first_letter_with_trailing_punctuation; includes trailing punct
SP13,first_letter,pseudo_element,multi_codepoint,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,h2_first_letter_multi_codepoint; is_combining_mark() for marks
SP13,first_letter,pseudo_element,cjk,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,h2_first_letter_cjk; single CJK ideograph as first letter
SP13,first_letter,pseudo_element,no_letter,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,h2_first_letter_no_letter_returns_none; wpt_first_letter_empty_none
SP13,first_letter,pseudo_element,split,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,split_first_letter() splits text into letter + remainder
SP13,first_letter,pseudo_element,metrics,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,FirstLetterMetrics::from_style(); wpt_first_letter_metrics
SP13,first_letter,pseudo_element,styling_drop_cap,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,FirstLetterStyle::with_drop_cap(); h2_first_letter_style_drop_cap
SP13,first_letter,pseudo_element,open_bracket,CSS2.2§5.12.2,yes,openui-layout/src/inline/first_letter.rs,yes,,no,not_run,,no,,h2_first_letter_with_open_bracket; bracket before letter included
SP13,first_line,pseudo_element,basic_override,CSS2.2§5.12.1,yes,openui-layout/src/inline/first_line.rs,yes,,no,not_run,,no,,apply_first_line_overrides(); h1_first_line_font_size_override
SP13,first_line,pseudo_element,color_override,CSS2.2§5.12.1,yes,openui-layout/src/inline/first_line.rs,yes,,no,not_run,,no,,h1_first_line_color_override; wpt_first_line_color_override
SP13,first_line,pseudo_element,text_decoration_override,CSS2.2§5.12.1,yes,openui-layout/src/inline/first_line.rs,yes,,no,not_run,,no,,h1_first_line_text_decoration_override; wpt_first_line_underline_override
SP13,first_line,pseudo_element,only_first_line,CSS2.2§5.12.1,yes,openui-layout/src/inline/first_line.rs,yes,,no,not_run,,no,,h1_first_line_only_first_line_gets_style; subsequent lines unaffected
SP13,first_line,pseudo_element,resolve_absent,CSS2.2§5.12.1,yes,openui-layout/src/inline/first_line.rs,yes,,no,not_run,,no,,resolve returns None when no ::first-line; wpt_first_line_resolve_none_when_absent
SP13,first_line,pseudo_element,resolve_present,CSS2.2§5.12.1,yes,openui-layout/src/inline/first_line.rs,yes,,no,not_run,,no,,resolve returns Some when present; h1_first_line_resolve_returns_some_when_present
SP13,first_line,pseudo_element,preserves_base_style,CSS2.2§5.12.1,yes,openui-layout/src/inline/first_line.rs,yes,,no,not_run,,no,,build_first_line_style() preserves non-overridden base fields
SP13,first_line,pseudo_element,property_list,CSS2.2§5.12.1,yes,openui-layout/src/inline/first_line.rs,yes,,no,not_run,,no,,h1_first_line_property_list; enumerates applicable properties
SP13,initial_letter,drop_caps,three_line,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,compute_initial_letter_layout(); h4_drop_cap_3_lines; wpt_drop_cap_3_lines
SP13,initial_letter,drop_caps,two_line,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,h4_two_line_drop_cap; wpt_drop_cap_2_lines
SP13,initial_letter,raised_caps,three_line_sink_one,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,h4_raised_cap_3_lines; wpt_raised_cap_3_lines_sink_1; sink < size
SP13,initial_letter,exclusion,area_computation,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,compute_exclusion_rect(); h4_exclusion_area; wpt_initial_letter_exclusion_rect
SP13,initial_letter,exclusion,line_detection,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,line_in_exclusion_zone(); h4_line_exclusion_detection
SP13,initial_letter,exclusion,available_width,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,available_width_with_exclusion(); h4_available_width_with_exclusion
SP13,initial_letter,validation,property_values,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,validate_initial_letter(); h4_validate_initial_letter
SP13,initial_letter,style,creation,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,create_initial_letter_style(); h4_create_initial_letter_style
SP13,initial_letter,style,effective_sink,CSS-Inline-3§5,yes,openui-layout/src/inline/initial_letter.rs,yes,,no,not_run,,no,,wpt_initial_letter_effective_sink; effective sink computation
SP13,text_combine_upright,tate_chu_yoko,none,CSS-Writing-4§9.1,yes,openui-layout/src/inline/text_combine.rs,no,,no,not_run,,no,,is_text_combine_active() returns false; no-op in horizontal modes
SP13,text_combine_upright,tate_chu_yoko,all,CSS-Writing-4§9.1,yes,openui-layout/src/inline/text_combine.rs,no,,no,not_run,,no,,compute_text_combine(); compresses horizontal run into 1em cell
SP13,box_decoration_break,inline_context,slice,CSS-Fragmentation-3§4.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,Default; box_decoration_break_default_is_slice; wpt_box_decoration_break_slice_default
SP13,box_decoration_break,inline_context,clone,CSS-Fragmentation-3§4.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,All fragments get full MBP; box_decoration_break_clone_all_fragments_get_mbp
SP13,ruby_position,annotation_placement,over,CSS-Ruby-1§4,yes,openui-layout/src/ruby/layout.rs,no,,no,not_run,,no,,RubyPosition::Over; annotation above base in horizontal mode
SP13,ruby_position,annotation_placement,under,CSS-Ruby-1§4,yes,openui-layout/src/ruby/layout.rs,no,,no,not_run,,no,,RubyPosition::Under; annotation below base in horizontal mode
SP13,ruby_position,annotation_placement,inter-character,CSS-Ruby-1§4,yes,openui-layout/src/ruby/layout.rs,no,,no,not_run,,no,,RubyPosition inter-character variant for vertical annotations
SP13,ruby_align,annotation_alignment,space-between,CSS-Ruby-1§5,yes,openui-layout/src/ruby/layout.rs,no,,no,not_run,,no,,RubyAlign distributed; compute_ruby_layout() handles spacing
SP13,ruby_align,annotation_alignment,center,CSS-Ruby-1§5,yes,openui-layout/src/ruby/layout.rs,no,,no,not_run,,no,,RubyAlign::Center; annotation centered over base
SP13,ruby_align,annotation_alignment,start,CSS-Ruby-1§5,yes,openui-layout/src/ruby/layout.rs,no,,no,not_run,,no,,RubyAlign::Start; annotation aligned to start of base
SP13,bidi,inline_direction,ltr,CSS-Writing-3§2.1,yes,openui-layout/src/inline/items_builder.rs,yes,,no,not_run,,no,,Direction::Ltr default; even bidi levels; tested across suites
SP13,bidi,inline_direction,rtl,CSS-Writing-3§2.1,yes,openui-layout/src/inline/items_builder.rs,yes,,no,not_run,,no,,Direction::Rtl; rtl_span_multi_line; wpt_rtl_inline_direction
SP13,bidi,inline_direction,mixed,UAX9,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,apply_bidi() splits items spanning multiple bidi levels
SP13,bidi,unicode_bidi,isolate,CSS-Writing-3§2.2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,UnicodeBidi::Isolate → LRI/RLI + PDI control chars
SP13,bidi,unicode_bidi,override,CSS-Writing-3§2.2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,UnicodeBidi::Override → LRO/RLO + PDF control chars
SP13,bidi,unicode_bidi,isolate-override,CSS-Writing-3§2.2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,UnicodeBidi::IsolateOverride → LRI+LRO / RLI+RLO + PDF+PDI
SP13,bidi,unicode_bidi,plaintext,CSS-Writing-3§2.2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,UnicodeBidi::Plaintext → FSI + PDI; paragraph-level isolation
